Date,Relative Humidity (%),District
2014-10-30,57.19,ISTARAVSHAN
2014-10-31,41.44,ISTARAVSHAN
2014-11-01,49.06,ISTARAVSHAN
2014-11-02,73.06,ISTARAVSHAN
2014-11-03,72.12,ISTARAVSHAN
2014-11-04,66.44,ISTARAVSHAN
2014-11-05,69.06,ISTARAVSHAN
2014-11-06,81.5,ISTARAVSHAN
2014-11-07,73.44,ISTARAVSHAN
2014-11-08,65.81,ISTARAVSHAN
2014-11-09,48.12,ISTARAVSHAN
2014-11-10,45.19,ISTARAVSHAN
2014-11-11,59.56,ISTARAVSHAN
2014-11-12,60.69,ISTARAVSHAN
2014-11-13,50.44,ISTARAVSHAN
2014-11-14,61.94,ISTARAVSHAN
2014-11-15,53.88,ISTARAVSHAN
2014-11-16,53.56,ISTARAVSHAN
2014-11-17,56.19,ISTARAVSHAN
2014-11-18,59.38,ISTARAVSHAN
2014-11-19,67.19,ISTARAVSHAN
2014-11-20,78.12,ISTARAVSHAN
2014-11-21,86.12,ISTARAVSHAN
2014-11-22,69.12,ISTARAVSHAN
2014-11-23,45.25,ISTARAVSHAN
2014-11-24,81.81,ISTARAVSHAN
2014-11-25,86.12,ISTARAVSHAN
2014-11-26,69.62,ISTARAVSHAN
2014-11-27,78.44,ISTARAVSHAN
2014-11-28,74.44,ISTARAVSHAN
2014-11-29,79.38,ISTARAVSHAN
2014-11-30,71.25,ISTARAVSHAN
2014-12-01,73.88,ISTARAVSHAN
2014-12-02,70.12,ISTARAVSHAN
2014-12-03,85.25,ISTARAVSHAN
2014-12-04,92.38,ISTARAVSHAN
2014-12-05,60.5,ISTARAVSHAN
2014-12-06,77.81,ISTARAVSHAN
2014-12-07,88.19,ISTARAVSHAN
2014-12-08,46.81,ISTARAVSHAN
2014-12-09,36.94,ISTARAVSHAN
2014-12-10,36.69,ISTARAVSHAN
2014-12-11,41.44,ISTARAVSHAN
2014-12-12,34.62,ISTARAVSHAN
2014-12-13,39.69,ISTARAVSHAN
2014-12-14,51.0,ISTARAVSHAN
2014-12-15,41.75,ISTARAVSHAN
2014-12-16,30.88,ISTARAVSHAN
2014-12-17,36.69,ISTARAVSHAN
2014-12-18,53.31,ISTARAVSHAN
2014-12-19,75.19,ISTARAVSHAN
2014-12-20,76.94,ISTARAVSHAN
2014-12-21,79.81,ISTARAVSHAN
2014-12-22,87.25,ISTARAVSHAN
2014-12-23,82.25,ISTARAVSHAN
2014-12-24,78.5,ISTARAVSHAN
2014-12-25,75.69,ISTARAVSHAN
2014-12-26,60.38,ISTARAVSHAN
2014-12-27,40.81,ISTARAVSHAN
2014-12-28,33.38,ISTARAVSHAN
2014-12-29,54.06,ISTARAVSHAN
2014-12-30,83.69,ISTARAVSHAN
2014-12-31,73.06,ISTARAVSHAN
2015-01-01,64.12,ISTARAVSHAN
2015-01-02,62.69,ISTARAVSHAN
2015-01-03,71.19,ISTARAVSHAN
2015-01-04,69.81,ISTARAVSHAN
2015-01-05,70.75,ISTARAVSHAN
2015-01-06,69.56,ISTARAVSHAN
2015-01-07,53.0,ISTARAVSHAN
2015-01-08,59.0,ISTARAVSHAN
2015-01-09,77.12,ISTARAVSHAN
2015-01-10,69.44,ISTARAVSHAN
2015-01-11,77.38,ISTARAVSHAN
2015-01-12,75.0,ISTARAVSHAN
2015-01-13,82.44,ISTARAVSHAN
2015-01-14,57.0,ISTARAVSHAN
2015-01-15,62.0,ISTARAVSHAN
2015-01-16,49.56,ISTARAVSHAN
2015-01-17,52.31,ISTARAVSHAN
2015-01-18,74.31,ISTARAVSHAN
2015-01-19,71.44,ISTARAVSHAN
2015-01-20,80.44,ISTARAVSHAN
2015-01-21,83.19,ISTARAVSHAN
2015-01-22,87.19,ISTARAVSHAN
2015-01-23,70.75,ISTARAVSHAN
2015-01-24,78.44,ISTARAVSHAN
2015-01-25,81.56,ISTARAVSHAN
2015-01-26,76.75,ISTARAVSHAN
2015-01-27,65.44,ISTARAVSHAN
2015-01-28,73.81,ISTARAVSHAN
2015-01-29,67.94,ISTARAVSHAN
2015-01-30,83.25,ISTARAVSHAN
2015-01-31,79.5,ISTARAVSHAN
2015-02-01,84.19,ISTARAVSHAN
2015-02-02,70.12,ISTARAVSHAN
2015-02-03,73.44,ISTARAVSHAN
2015-02-04,72.19,ISTARAVSHAN
2015-02-05,76.81,ISTARAVSHAN
2015-02-06,82.75,ISTARAVSHAN
2015-02-07,88.5,ISTARAVSHAN
2015-02-08,74.44,ISTARAVSHAN
2015-02-09,65.25,ISTARAVSHAN
2015-02-10,73.5,ISTARAVSHAN
2015-02-11,80.5,ISTARAVSHAN
2015-02-12,87.25,ISTARAVSHAN
2015-02-13,78.94,ISTARAVSHAN
2015-02-14,75.19,ISTARAVSHAN
2015-02-15,88.38,ISTARAVSHAN
2015-02-16,86.0,ISTARAVSHAN
2015-02-17,76.38,ISTARAVSHAN
2015-02-18,88.25,ISTARAVSHAN
2015-02-19,81.5,ISTARAVSHAN
2015-02-20,74.06,ISTARAVSHAN
2015-02-21,72.38,ISTARAVSHAN
2015-02-22,78.5,ISTARAVSHAN
2015-02-23,80.25,ISTARAVSHAN
2015-02-24,89.31,ISTARAVSHAN
2015-02-25,92.06,ISTARAVSHAN
2015-02-26,92.81,ISTARAVSHAN
2015-02-27,88.88,ISTARAVSHAN
2015-02-28,82.38,ISTARAVSHAN
2015-03-01,63.0,ISTARAVSHAN
2015-03-02,76.56,ISTARAVSHAN
2015-03-03,74.75,ISTARAVSHAN
2015-03-04,76.0,ISTARAVSHAN
2015-03-05,78.44,ISTARAVSHAN
2015-03-06,75.5,ISTARAVSHAN
2015-03-07,91.75,ISTARAVSHAN
2015-03-08,83.38,ISTARAVSHAN
2015-03-09,70.0,ISTARAVSHAN
2015-03-10,81.31,ISTARAVSHAN
2015-03-11,87.12,ISTARAVSHAN
2015-03-12,70.88,ISTARAVSHAN
2015-03-13,50.62,ISTARAVSHAN
2015-03-14,71.69,ISTARAVSHAN
2015-03-15,83.0,ISTARAVSHAN
2015-03-16,67.56,ISTARAVSHAN
2015-03-17,73.69,ISTARAVSHAN
2015-03-18,75.31,ISTARAVSHAN
2015-03-19,69.88,ISTARAVSHAN
2015-03-20,80.81,ISTARAVSHAN
2015-03-21,69.81,ISTARAVSHAN
2015-03-22,72.19,ISTARAVSHAN
2015-03-23,77.5,ISTARAVSHAN
2015-03-24,89.75,ISTARAVSHAN
2015-03-25,63.62,ISTARAVSHAN
2015-03-26,53.75,ISTARAVSHAN
2015-03-27,79.94,ISTARAVSHAN
2015-03-28,87.31,ISTARAVSHAN
2015-03-29,79.88,ISTARAVSHAN
2015-03-30,80.44,ISTARAVSHAN
2015-03-31,78.88,ISTARAVSHAN
2015-04-01,80.62,ISTARAVSHAN
2015-04-02,73.94,ISTARAVSHAN
2015-04-03,70.12,ISTARAVSHAN
2015-04-04,72.94,ISTARAVSHAN
2015-04-05,64.5,ISTARAVSHAN
2015-04-06,79.31,ISTARAVSHAN
2015-04-07,85.25,ISTARAVSHAN
2015-04-08,77.44,ISTARAVSHAN
2015-04-09,56.5,ISTARAVSHAN
2015-04-10,45.0,ISTARAVSHAN
2015-04-11,47.5,ISTARAVSHAN
2015-04-12,44.31,ISTARAVSHAN
2015-04-13,57.06,ISTARAVSHAN
2015-04-14,71.25,ISTARAVSHAN
2015-04-15,81.06,ISTARAVSHAN
2015-04-16,65.5,ISTARAVSHAN
2015-04-17,67.12,ISTARAVSHAN
2015-04-18,87.19,ISTARAVSHAN
2015-04-19,76.81,ISTARAVSHAN
2015-04-20,78.44,ISTARAVSHAN
2015-04-21,56.69,ISTARAVSHAN
2015-04-22,51.62,ISTARAVSHAN
2015-04-23,45.44,ISTARAVSHAN
2015-04-24,61.38,ISTARAVSHAN
2015-04-25,55.62,ISTARAVSHAN
2015-04-26,84.44,ISTARAVSHAN
2015-04-27,73.94,ISTARAVSHAN
2015-04-28,64.25,ISTARAVSHAN
2015-04-29,62.12,ISTARAVSHAN
2015-04-30,77.56,ISTARAVSHAN
2015-05-01,80.12,ISTARAVSHAN
2015-05-02,58.19,ISTARAVSHAN
2015-05-03,51.62,ISTARAVSHAN
2015-05-04,58.75,ISTARAVSHAN
2015-05-05,62.25,ISTARAVSHAN
2015-05-06,68.81,ISTARAVSHAN
2015-05-07,68.81,ISTARAVSHAN
2015-05-08,73.06,ISTARAVSHAN
2015-05-09,75.06,ISTARAVSHAN
2015-05-10,53.31,ISTARAVSHAN
2015-05-11,78.62,ISTARAVSHAN
2015-05-12,88.06,ISTARAVSHAN
2015-05-13,75.75,ISTARAVSHAN
2015-05-14,60.62,ISTARAVSHAN
2015-05-15,49.62,ISTARAVSHAN
2015-05-16,68.44,ISTARAVSHAN
2015-05-17,84.5,ISTARAVSHAN
2015-05-18,70.0,ISTARAVSHAN
2015-05-19,77.56,ISTARAVSHAN
2015-05-20,66.0,ISTARAVSHAN
2015-05-21,70.75,ISTARAVSHAN
2015-05-22,70.19,ISTARAVSHAN
2015-05-23,71.06,ISTARAVSHAN
2015-05-24,70.56,ISTARAVSHAN
2015-05-25,69.62,ISTARAVSHAN
2015-05-26,64.5,ISTARAVSHAN
2015-05-27,57.31,ISTARAVSHAN
2015-05-28,52.25,ISTARAVSHAN
2015-05-29,54.94,ISTARAVSHAN
2015-05-30,69.25,ISTARAVSHAN
2015-05-31,55.19,ISTARAVSHAN
2015-06-01,54.31,ISTARAVSHAN
2015-06-02,56.88,ISTARAVSHAN
2015-06-03,54.38,ISTARAVSHAN
2015-06-04,52.5,ISTARAVSHAN
2015-06-05,47.31,ISTARAVSHAN
2015-06-06,42.94,ISTARAVSHAN
2015-06-07,50.62,ISTARAVSHAN
2015-06-08,61.06,ISTARAVSHAN
2015-06-09,57.69,ISTARAVSHAN
2015-06-10,32.19,ISTARAVSHAN
2015-06-11,34.12,ISTARAVSHAN
2015-06-12,37.0,ISTARAVSHAN
2015-06-13,37.56,ISTARAVSHAN
2015-06-14,60.5,ISTARAVSHAN
2015-06-15,54.81,ISTARAVSHAN
2015-06-16,39.31,ISTARAVSHAN
2015-06-17,29.69,ISTARAVSHAN
2015-06-18,28.88,ISTARAVSHAN
2015-06-19,35.81,ISTARAVSHAN
2015-06-20,44.5,ISTARAVSHAN
2015-06-21,43.62,ISTARAVSHAN
2015-06-22,47.88,ISTARAVSHAN
2015-06-23,61.75,ISTARAVSHAN
2015-06-24,74.62,ISTARAVSHAN
2015-06-25,63.69,ISTARAVSHAN
2015-06-26,62.75,ISTARAVSHAN
2015-06-27,67.38,ISTARAVSHAN
2015-06-28,68.12,ISTARAVSHAN
2015-06-29,60.25,ISTARAVSHAN
2015-06-30,53.12,ISTARAVSHAN
2015-07-01,52.44,ISTARAVSHAN
2015-07-02,40.69,ISTARAVSHAN
2015-07-03,40.25,ISTARAVSHAN
2015-07-04,34.38,ISTARAVSHAN
2015-07-05,48.94,ISTARAVSHAN
2015-07-06,45.75,ISTARAVSHAN
2015-07-07,36.62,ISTARAVSHAN
2015-07-08,33.88,ISTARAVSHAN
2015-07-09,42.75,ISTARAVSHAN
2015-07-10,38.81,ISTARAVSHAN
2015-07-11,31.75,ISTARAVSHAN
2015-07-12,33.5,ISTARAVSHAN
2015-07-13,32.38,ISTARAVSHAN
2015-07-14,29.44,ISTARAVSHAN
2015-07-15,32.75,ISTARAVSHAN
2015-07-16,37.88,ISTARAVSHAN
2015-07-17,40.75,ISTARAVSHAN
2015-07-18,58.38,ISTARAVSHAN
2015-07-19,59.44,ISTARAVSHAN
2015-07-20,60.31,ISTARAVSHAN
2015-07-21,61.25,ISTARAVSHAN
2015-07-22,56.81,ISTARAVSHAN
2015-07-23,55.44,ISTARAVSHAN
2015-07-24,55.31,ISTARAVSHAN
2015-07-25,46.19,ISTARAVSHAN
2015-07-26,41.56,ISTARAVSHAN
2015-07-27,39.88,ISTARAVSHAN
2015-07-28,60.5,ISTARAVSHAN
2015-07-29,59.75,ISTARAVSHAN
2015-07-30,45.25,ISTARAVSHAN
2015-07-31,48.38,ISTARAVSHAN
2015-08-01,50.31,ISTARAVSHAN
2015-08-02,50.5,ISTARAVSHAN
2015-08-03,41.19,ISTARAVSHAN
2015-08-04,39.25,ISTARAVSHAN
2015-08-05,36.88,ISTARAVSHAN
2015-08-06,32.69,ISTARAVSHAN
2015-08-07,31.25,ISTARAVSHAN
2015-08-08,40.38,ISTARAVSHAN
2015-08-09,36.69,ISTARAVSHAN
2015-08-10,38.75,ISTARAVSHAN
2015-08-11,29.31,ISTARAVSHAN
2015-08-12,23.31,ISTARAVSHAN
2015-08-13,30.62,ISTARAVSHAN
2015-08-14,40.31,ISTARAVSHAN
2015-08-15,29.81,ISTARAVSHAN
2015-08-16,25.12,ISTARAVSHAN
2015-08-17,24.25,ISTARAVSHAN
2015-08-18,20.19,ISTARAVSHAN
2015-08-19,19.44,ISTARAVSHAN
2015-08-20,27.06,ISTARAVSHAN
2015-08-21,29.19,ISTARAVSHAN
2015-08-22,49.5,ISTARAVSHAN
2015-08-23,58.44,ISTARAVSHAN
2015-08-24,51.69,ISTARAVSHAN
2015-08-25,54.44,ISTARAVSHAN
2015-08-26,56.69,ISTARAVSHAN
2015-08-27,59.12,ISTARAVSHAN
2015-08-28,68.75,ISTARAVSHAN
2015-08-29,68.19,ISTARAVSHAN
2015-08-30,70.62,ISTARAVSHAN
2015-08-31,59.06,ISTARAVSHAN
2015-09-01,45.56,ISTARAVSHAN
2015-09-02,47.88,ISTARAVSHAN
2015-09-03,60.44,ISTARAVSHAN
2015-09-04,49.62,ISTARAVSHAN
2015-09-05,44.38,ISTARAVSHAN
2015-09-06,46.75,ISTARAVSHAN
2015-09-07,41.81,ISTARAVSHAN
2015-09-08,28.94,ISTARAVSHAN
2015-09-09,24.81,ISTARAVSHAN
2015-09-10,26.19,ISTARAVSHAN
2015-09-11,27.44,ISTARAVSHAN
2015-09-12,25.88,ISTARAVSHAN
2015-09-13,40.31,ISTARAVSHAN
2015-09-14,54.0,ISTARAVSHAN
2015-09-15,44.19,ISTARAVSHAN
2015-09-16,33.25,ISTARAVSHAN
2015-09-17,29.25,ISTARAVSHAN
2015-09-18,31.38,ISTARAVSHAN
2015-09-19,66.0,ISTARAVSHAN
2015-09-20,72.56,ISTARAVSHAN
2015-09-21,51.5,ISTARAVSHAN
2015-09-22,47.56,ISTARAVSHAN
2015-09-23,43.81,ISTARAVSHAN
2015-09-24,41.69,ISTARAVSHAN
2015-09-25,44.44,ISTARAVSHAN
2015-09-26,42.88,ISTARAVSHAN
2015-09-27,46.62,ISTARAVSHAN
2015-09-28,58.44,ISTARAVSHAN
2015-09-29,41.62,ISTARAVSHAN
2015-09-30,48.06,ISTARAVSHAN
2015-10-01,33.56,ISTARAVSHAN
2015-10-02,44.69,ISTARAVSHAN
2015-10-03,72.06,ISTARAVSHAN
2015-10-04,65.25,ISTARAVSHAN
2015-10-05,74.12,ISTARAVSHAN
2015-10-06,55.75,ISTARAVSHAN
2015-10-07,47.19,ISTARAVSHAN
2015-10-08,36.44,ISTARAVSHAN
2015-10-09,34.81,ISTARAVSHAN
2015-10-10,45.25,ISTARAVSHAN
2015-10-11,65.88,ISTARAVSHAN
2015-10-12,69.19,ISTARAVSHAN
2015-10-13,41.5,ISTARAVSHAN
2015-10-14,48.44,ISTARAVSHAN
2015-10-15,45.38,ISTARAVSHAN
2015-10-16,69.19,ISTARAVSHAN
2015-10-17,80.19,ISTARAVSHAN
2015-10-18,84.88,ISTARAVSHAN
2015-10-19,84.88,ISTARAVSHAN
2015-10-20,52.25,ISTARAVSHAN
2015-10-21,41.56,ISTARAVSHAN
2015-10-22,78.69,ISTARAVSHAN
2015-10-23,69.44,ISTARAVSHAN
2015-10-24,55.31,ISTARAVSHAN
2015-10-25,41.56,ISTARAVSHAN
2015-10-26,42.69,ISTARAVSHAN
2015-10-27,27.75,ISTARAVSHAN
2015-10-28,22.12,ISTARAVSHAN
2015-10-29,26.88,ISTARAVSHAN
2015-10-30,39.81,ISTARAVSHAN
2015-10-31,47.38,ISTARAVSHAN
2015-11-01,84.69,ISTARAVSHAN
2015-11-02,82.0,ISTARAVSHAN
2015-11-03,79.62,ISTARAVSHAN
2015-11-04,69.31,ISTARAVSHAN
2015-11-05,67.94,ISTARAVSHAN
2015-11-06,65.12,ISTARAVSHAN
2015-11-07,69.44,ISTARAVSHAN
2015-11-08,71.94,ISTARAVSHAN
2015-11-09,61.75,ISTARAVSHAN
2015-11-10,74.31,ISTARAVSHAN
2015-11-11,79.5,ISTARAVSHAN
2015-11-12,85.62,ISTARAVSHAN
2015-11-13,79.38,ISTARAVSHAN
2015-11-14,69.44,ISTARAVSHAN
2015-11-15,75.81,ISTARAVSHAN
2015-11-16,64.0,ISTARAVSHAN
2015-11-17,63.25,ISTARAVSHAN
2015-11-18,62.12,ISTARAVSHAN
2015-11-19,61.12,ISTARAVSHAN
2015-11-20,75.5,ISTARAVSHAN
2015-11-21,76.75,ISTARAVSHAN
2015-11-22,63.75,ISTARAVSHAN
2015-11-23,67.31,ISTARAVSHAN
2015-11-24,74.38,ISTARAVSHAN
2015-11-25,62.62,ISTARAVSHAN
2015-11-26,50.19,ISTARAVSHAN
2015-11-27,47.75,ISTARAVSHAN
2015-11-28,40.06,ISTARAVSHAN
2015-11-29,55.44,ISTARAVSHAN
2015-11-30,64.69,ISTARAVSHAN
2015-12-01,59.12,ISTARAVSHAN
2015-12-02,60.19,ISTARAVSHAN
2015-12-03,70.19,ISTARAVSHAN
2015-12-04,78.81,ISTARAVSHAN
2015-12-05,85.75,ISTARAVSHAN
2015-12-06,81.19,ISTARAVSHAN
2015-12-07,69.62,ISTARAVSHAN
2015-12-08,76.5,ISTARAVSHAN
2015-12-09,87.0,ISTARAVSHAN
2015-12-10,92.88,ISTARAVSHAN
2015-12-11,64.44,ISTARAVSHAN
2015-12-12,38.88,ISTARAVSHAN
2015-12-13,47.38,ISTARAVSHAN
2015-12-14,44.12,ISTARAVSHAN
2015-12-15,34.75,ISTARAVSHAN
2015-12-16,39.31,ISTARAVSHAN
2015-12-17,79.38,ISTARAVSHAN
2015-12-18,76.69,ISTARAVSHAN
2015-12-19,79.19,ISTARAVSHAN
2015-12-20,73.5,ISTARAVSHAN
2015-12-21,66.62,ISTARAVSHAN
2015-12-22,72.75,ISTARAVSHAN
2015-12-23,58.75,ISTARAVSHAN
2015-12-24,50.88,ISTARAVSHAN
2015-12-25,71.0,ISTARAVSHAN
2015-12-26,84.69,ISTARAVSHAN
2015-12-27,65.5,ISTARAVSHAN
2015-12-28,62.19,ISTARAVSHAN
2015-12-29,70.62,ISTARAVSHAN
2015-12-30,66.44,ISTARAVSHAN
2015-12-31,54.38,ISTARAVSHAN
2016-01-01,75.94,ISTARAVSHAN
2016-01-02,80.06,ISTARAVSHAN
2016-01-03,89.94,ISTARAVSHAN
2016-01-04,81.0,ISTARAVSHAN
2016-01-05,62.12,ISTARAVSHAN
2016-01-06,62.0,ISTARAVSHAN
2016-01-07,78.75,ISTARAVSHAN
2016-01-08,58.56,ISTARAVSHAN
2016-01-09,72.06,ISTARAVSHAN
2016-01-10,69.0,ISTARAVSHAN
2016-01-11,87.38,ISTARAVSHAN
2016-01-12,72.69,ISTARAVSHAN
2016-01-13,71.19,ISTARAVSHAN
2016-01-14,74.88,ISTARAVSHAN
2016-01-15,71.12,ISTARAVSHAN
2016-01-16,66.94,ISTARAVSHAN
2016-01-17,88.31,ISTARAVSHAN
2016-01-18,40.31,ISTARAVSHAN
2016-01-19,27.94,ISTARAVSHAN
2016-01-20,31.88,ISTARAVSHAN
2016-01-21,36.88,ISTARAVSHAN
2016-01-22,48.06,ISTARAVSHAN
2016-01-23,53.62,ISTARAVSHAN
2016-01-24,51.88,ISTARAVSHAN
2016-01-25,60.19,ISTARAVSHAN
2016-01-26,77.62,ISTARAVSHAN
2016-01-27,74.12,ISTARAVSHAN
2016-01-28,71.06,ISTARAVSHAN
2016-01-29,84.69,ISTARAVSHAN
2016-01-30,64.75,ISTARAVSHAN
2016-01-31,69.31,ISTARAVSHAN
2016-02-01,74.69,ISTARAVSHAN
2016-02-02,69.62,ISTARAVSHAN
2016-02-03,67.31,ISTARAVSHAN
2016-02-04,67.38,ISTARAVSHAN
2016-02-05,60.12,ISTARAVSHAN
2016-02-06,40.0,ISTARAVSHAN
2016-02-07,48.69,ISTARAVSHAN
2016-02-08,59.06,ISTARAVSHAN
2016-02-09,76.25,ISTARAVSHAN
2016-02-10,89.75,ISTARAVSHAN
2016-02-11,75.31,ISTARAVSHAN
2016-02-12,49.69,ISTARAVSHAN
2016-02-13,50.75,ISTARAVSHAN
2016-02-14,62.31,ISTARAVSHAN
2016-02-15,59.94,ISTARAVSHAN
2016-02-16,57.19,ISTARAVSHAN
2016-02-17,60.5,ISTARAVSHAN
2016-02-18,52.38,ISTARAVSHAN
2016-02-19,69.62,ISTARAVSHAN
2016-02-20,71.81,ISTARAVSHAN
2016-02-21,69.06,ISTARAVSHAN
2016-02-22,65.81,ISTARAVSHAN
2016-02-23,42.38,ISTARAVSHAN
2016-02-24,33.75,ISTARAVSHAN
2016-02-25,39.25,ISTARAVSHAN
2016-02-26,45.69,ISTARAVSHAN
2016-02-27,53.62,ISTARAVSHAN
2016-02-28,52.38,ISTARAVSHAN
2016-02-29,52.62,ISTARAVSHAN
2016-03-01,61.19,ISTARAVSHAN
2016-03-02,84.75,ISTARAVSHAN
2016-03-03,56.25,ISTARAVSHAN
2016-03-04,47.31,ISTARAVSHAN
2016-03-05,58.0,ISTARAVSHAN
2016-03-06,63.5,ISTARAVSHAN
2016-03-07,67.44,ISTARAVSHAN
2016-03-08,71.81,ISTARAVSHAN
2016-03-09,76.5,ISTARAVSHAN
2016-03-10,75.56,ISTARAVSHAN
2016-03-11,86.12,ISTARAVSHAN
2016-03-12,81.38,ISTARAVSHAN
2016-03-13,79.12,ISTARAVSHAN
2016-03-14,83.12,ISTARAVSHAN
2016-03-15,55.12,ISTARAVSHAN
2016-03-16,83.69,ISTARAVSHAN
2016-03-17,80.19,ISTARAVSHAN
2016-03-18,84.62,ISTARAVSHAN
2016-03-19,78.44,ISTARAVSHAN
2016-03-20,70.38,ISTARAVSHAN
2016-03-21,68.12,ISTARAVSHAN
2016-03-22,56.88,ISTARAVSHAN
2016-03-23,62.62,ISTARAVSHAN
2016-03-24,77.38,ISTARAVSHAN
2016-03-25,75.12,ISTARAVSHAN
2016-03-26,65.75,ISTARAVSHAN
2016-03-27,62.75,ISTARAVSHAN
2016-03-28,74.06,ISTARAVSHAN
2016-03-29,71.06,ISTARAVSHAN
2016-03-30,75.81,ISTARAVSHAN
2016-03-31,80.0,ISTARAVSHAN
2016-04-01,82.06,ISTARAVSHAN
2016-04-02,82.5,ISTARAVSHAN
2016-04-03,72.94,ISTARAVSHAN
2016-04-04,62.75,ISTARAVSHAN
2016-04-05,61.88,ISTARAVSHAN
2016-04-06,71.38,ISTARAVSHAN
2016-04-07,66.75,ISTARAVSHAN
2016-04-08,72.62,ISTARAVSHAN
2016-04-09,81.56,ISTARAVSHAN
2016-04-10,64.75,ISTARAVSHAN
2016-04-11,66.06,ISTARAVSHAN
2016-04-12,68.62,ISTARAVSHAN
2016-04-13,49.62,ISTARAVSHAN
2016-04-14,47.38,ISTARAVSHAN
2016-04-15,70.44,ISTARAVSHAN
2016-04-16,66.81,ISTARAVSHAN
2016-04-17,76.56,ISTARAVSHAN
2016-04-18,68.44,ISTARAVSHAN
2016-04-19,63.56,ISTARAVSHAN
2016-04-20,74.88,ISTARAVSHAN
2016-04-21,86.38,ISTARAVSHAN
2016-04-22,81.06,ISTARAVSHAN
2016-04-23,81.31,ISTARAVSHAN
2016-04-24,84.0,ISTARAVSHAN
2016-04-25,61.0,ISTARAVSHAN
2016-04-26,56.5,ISTARAVSHAN
2016-04-27,62.81,ISTARAVSHAN
2016-04-28,54.81,ISTARAVSHAN
2016-04-29,56.88,ISTARAVSHAN
2016-04-30,58.94,ISTARAVSHAN
2016-05-01,49.44,ISTARAVSHAN
2016-05-02,68.88,ISTARAVSHAN
2016-05-03,87.19,ISTARAVSHAN
2016-05-04,74.25,ISTARAVSHAN
2016-05-05,69.19,ISTARAVSHAN
2016-05-06,69.94,ISTARAVSHAN
2016-05-07,68.38,ISTARAVSHAN
2016-05-08,73.69,ISTARAVSHAN
2016-05-09,81.12,ISTARAVSHAN
2016-05-10,86.75,ISTARAVSHAN
2016-05-11,79.62,ISTARAVSHAN
2016-05-12,82.12,ISTARAVSHAN
2016-05-13,76.69,ISTARAVSHAN
2016-05-14,84.06,ISTARAVSHAN
2016-05-15,77.56,ISTARAVSHAN
2016-05-16,76.38,ISTARAVSHAN
2016-05-17,79.31,ISTARAVSHAN
2016-05-18,69.38,ISTARAVSHAN
2016-05-19,69.31,ISTARAVSHAN
2016-05-20,54.88,ISTARAVSHAN
2016-05-21,52.94,ISTARAVSHAN
2016-05-22,59.25,ISTARAVSHAN
2016-05-23,83.69,ISTARAVSHAN
2016-05-24,65.38,ISTARAVSHAN
2016-05-25,65.38,ISTARAVSHAN
2016-05-26,64.88,ISTARAVSHAN
2016-05-27,63.69,ISTARAVSHAN
2016-05-28,71.81,ISTARAVSHAN
2016-05-29,68.19,ISTARAVSHAN
2016-05-30,57.88,ISTARAVSHAN
2016-05-31,45.31,ISTARAVSHAN
2016-06-01,47.12,ISTARAVSHAN
2016-06-02,66.44,ISTARAVSHAN
2016-06-03,63.75,ISTARAVSHAN
2016-06-04,70.12,ISTARAVSHAN
2016-06-05,64.0,ISTARAVSHAN
2016-06-06,56.69,ISTARAVSHAN
2016-06-07,52.25,ISTARAVSHAN
2016-06-08,53.94,ISTARAVSHAN
2016-06-09,50.81,ISTARAVSHAN
2016-06-10,53.06,ISTARAVSHAN
2016-06-11,57.0,ISTARAVSHAN
2016-06-12,53.94,ISTARAVSHAN
2016-06-13,53.31,ISTARAVSHAN
2016-06-14,53.44,ISTARAVSHAN
2016-06-15,70.44,ISTARAVSHAN
2016-06-16,77.94,ISTARAVSHAN
2016-06-17,69.88,ISTARAVSHAN
2016-06-18,65.25,ISTARAVSHAN
2016-06-19,57.88,ISTARAVSHAN
2016-06-20,55.0,ISTARAVSHAN
2016-06-21,64.38,ISTARAVSHAN
2016-06-22,74.5,ISTARAVSHAN
2016-06-23,59.25,ISTARAVSHAN
2016-06-24,53.56,ISTARAVSHAN
2016-06-25,40.69,ISTARAVSHAN
2016-06-26,44.81,ISTARAVSHAN
2016-06-27,68.0,ISTARAVSHAN
2016-06-28,58.06,ISTARAVSHAN
2016-06-29,47.12,ISTARAVSHAN
2016-06-30,40.62,ISTARAVSHAN
2016-07-01,42.69,ISTARAVSHAN
2016-07-02,50.81,ISTARAVSHAN
2016-07-03,52.19,ISTARAVSHAN
2016-07-04,64.81,ISTARAVSHAN
2016-07-05,79.19,ISTARAVSHAN
2016-07-06,69.62,ISTARAVSHAN
2016-07-07,62.69,ISTARAVSHAN
2016-07-08,55.38,ISTARAVSHAN
2016-07-09,56.12,ISTARAVSHAN
2016-07-10,50.56,ISTARAVSHAN
2016-07-11,50.94,ISTARAVSHAN
2016-07-12,50.75,ISTARAVSHAN
2016-07-13,46.75,ISTARAVSHAN
2016-07-14,63.5,ISTARAVSHAN
2016-07-15,61.44,ISTARAVSHAN
2016-07-16,51.31,ISTARAVSHAN
2016-07-17,63.56,ISTARAVSHAN
2016-07-18,51.12,ISTARAVSHAN
2016-07-19,49.81,ISTARAVSHAN
2016-07-20,48.81,ISTARAVSHAN
2016-07-21,55.94,ISTARAVSHAN
2016-07-22,61.0,ISTARAVSHAN
2016-07-23,44.75,ISTARAVSHAN
2016-07-24,37.38,ISTARAVSHAN
2016-07-25,38.62,ISTARAVSHAN
