Date,Relative Humidity (%),Temperature (C),Solar Radiation (kWh/m²),Wind Speed (m/s),Precipitation (mm),District
20141008,73.38,5.83,8.07,3.68,10.06,JRASULOV
20141008,64.75,8.6,8.07,4.44,11.16,KHUJAND
20141008,67.06,8.71,3.76,3.74,8.36,KULOB
20141009,50.31,6.43,17.68,1.9,0.02,BGAFUROV
20141009,50.75,11.88,16.88,1.45,0.77,BOKHTAR
20141009,60.12,8.25,13.78,1.78,0.46,DUSHANBE
20141009,52.56,6.64,15.46,2.35,0.02,ISTARAVSHAN
20141009,50.31,6.43,17.68,1.9,0.02,JRASULOV
20141009,46.12,8.21,17.68,2.34,0.0,KHUJAND
20141009,67.5,7.59,11.9,1.98,1.11,KULOB
20141010,39.0,9.71,17.8,2.55,0.0,BGAFUROV
20141010,42.62,13.97,19.4,1.52,0.0,BOKHTAR
20141010,39.12,10.7,18.56,1.98,0.0,DUSHANBE
20141010,42.62,9.26,18.23,2.83,0.0,ISTARAVSHAN
20141010,39.0,9.71,17.8,2.55,0.0,JRASULOV
20141010,40.88,10.72,17.8,3.04,0.0,KHUJAND
20141010,44.56,9.71,18.97,1.92,0.19,KULOB
20141011,36.12,10.59,16.38,2.55,0.0,BGAFUROV
20141011,38.5,14.85,18.36,1.59,0.0,BOKHTAR
20141011,41.69,11.05,17.52,1.88,0.0,DUSHANBE
20141011,39.88,10.76,17.79,2.67,0.0,ISTARAVSHAN
20141011,36.12,10.59,16.38,2.55,0.0,JRASULOV
20141011,37.31,11.51,16.38,1.95,0.0,KHUJAND
20141011,43.38,9.88,18.33,1.86,0.0,KULOB
20141012,37.62,10.38,15.81,2.54,0.0,BGAFUROV
20141012,38.0,14.39,12.68,2.01,0.0,BOKHTAR
20141012,39.44,10.86,14.92,2.21,0.0,DUSHANBE
20141012,39.12,10.78,16.1,2.64,0.0,ISTARAVSHAN
20141012,37.62,10.38,15.81,2.54,0.0,JRASULOV
20141012,37.5,11.83,15.81,2.09,0.0,KHUJAND
20141012,42.19,9.5,10.74,2.02,0.0,KULOB
20141013,40.38,10.19,15.64,2.49,0.0,BGAFUROV
20141013,40.81,14.14,17.13,2.13,0.0,BOKHTAR
20141013,38.0,11.1,16.84,1.82,0.0,DUSHANBE
20141013,40.06,10.37,16.13,2.41,0.0,ISTARAVSHAN
20141013,40.38,10.19,15.64,2.49,0.0,JRASULOV
20141013,37.62,12.17,15.64,1.48,0.0,KHUJAND
20141013,46.38,9.98,16.66,2.06,0.02,KULOB
20141014,39.88,11.72,15.72,2.45,0.0,BGAFUROV
20141014,33.12,15.87,16.51,1.64,0.0,BOKHTAR
20141014,36.12,12.31,16.63,2.12,0.0,DUSHANBE
20141014,40.56,11.98,16.65,2.28,0.0,ISTARAVSHAN
20141014,39.88,11.72,15.72,2.45,0.0,JRASULOV
20141014,38.38,13.39,15.72,1.77,0.0,KHUJAND
20141014,42.56,10.77,13.65,1.86,0.03,KULOB
20141015,38.44,13.05,15.54,2.48,0.0,BGAFUROV
20141015,33.06,16.76,17.39,2.08,0.0,BOKHTAR
20141015,36.12,12.89,16.64,2.35,0.0,DUSHANBE
20141015,40.75,13.33,16.45,2.55,0.0,ISTARAVSHAN
20141015,38.44,13.05,15.54,2.48,0.0,JRASULOV
20141015,35.69,14.69,15.54,1.6,0.0,KHUJAND
20141015,40.69,11.86,16.39,2.08,0.0,KULOB
20141016,38.38,14.51,15.59,2.51,0.0,BGAFUROV
20141016,29.5,18.11,17.76,2.01,0.0,BOKHTAR
20141016,32.88,14.37,17.37,2.23,0.0,DUSHANBE
20141016,39.44,14.71,17.3,2.47,0.0,ISTARAVSHAN
20141016,38.38,14.51,15.59,2.51,0.0,JRASULOV
20141016,37.88,15.54,15.59,1.99,0.0,KHUJAND
20141016,36.75,13.49,17.69,2.28,0.0,KULOB
20141017,36.62,16.05,14.69,2.95,0.0,BGAFUROV
20141017,25.38,19.39,17.66,1.89,0.0,BOKHTAR
20141017,29.81,15.31,16.92,2.23,0.0,DUSHANBE
20141017,38.06,16.01,16.03,2.89,0.0,ISTARAVSHAN
20141017,36.62,16.05,14.69,2.95,0.0,JRASULOV
20141017,36.5,16.98,14.69,2.04,0.0,KHUJAND
20141017,30.81,14.47,17.97,2.39,0.0,KULOB
20141018,38.0,16.75,7.2,3.02,0.06,BGAFUROV
20141018,40.94,16.97,6.43,3.31,0.44,BOKHTAR
20141018,47.25,13.18,3.85,2.67,0.59,DUSHANBE
20141018,38.75,17.12,6.23,3.21,0.07,ISTARAVSHAN
20141018,38.0,16.75,7.2,3.02,0.06,JRASULOV
20141018,36.5,17.29,7.2,2.97,0.05,KHUJAND
20141018,45.25,12.33,5.07,3.1,0.91,KULOB
20141019,50.56,16.95,10.67,2.48,0.23,BGAFUROV
20141019,56.06,18.99,13.97,2.64,2.8,BOKHTAR
20141019,69.12,13.94,11.4,2.05,2.31,DUSHANBE
20141019,52.75,17.52,11.29,3.09,0.17,ISTARAVSHAN
20141019,50.56,16.95,10.67,2.48,0.23,JRASULOV
20141019,54.25,18.06,10.67,2.24,0.43,KHUJAND
20141019,58.81,14.12,12.93,2.78,6.47,KULOB
20141020,43.81,19.29,10.63,2.7,0.03,BGAFUROV
20141020,41.69,21.24,15.88,1.91,0.02,BOKHTAR
20141020,47.75,16.94,12.06,1.81,0.17,DUSHANBE
20141020,44.81,20.22,9.78,3.13,0.03,ISTARAVSHAN
20141020,43.81,19.29,10.63,2.7,0.03,JRASULOV
20141020,48.56,20.76,10.63,2.42,0.0,KHUJAND
20141020,52.69,14.7,15.68,1.64,0.09,KULOB
20141021,69.5,12.84,10.01,3.14,1.79,BGAFUROV
20141021,45.06,19.89,15.25,1.85,0.11,BOKHTAR
20141021,51.19,16.13,11.86,2.28,0.41,DUSHANBE
20141021,69.31,13.39,9.29,2.7,1.85,ISTARAVSHAN
20141021,69.5,12.84,10.01,3.14,1.79,JRASULOV
20141021,71.38,13.39,10.01,4.32,4.21,KHUJAND
20141021,58.88,13.45,15.26,2.53,0.04,KULOB
20141022,42.0,18.55,13.45,3.2,0.0,BGAFUROV
20141022,37.75,21.21,16.33,2.23,0.0,BOKHTAR
20141022,41.31,17.14,15.83,2.6,0.0,DUSHANBE
20141022,44.0,18.53,14.94,3.58,0.0,ISTARAVSHAN
20141022,42.0,18.55,13.45,3.2,0.0,JRASULOV
20141022,52.25,18.89,13.45,4.76,0.0,KHUJAND
20141022,38.31,16.31,16.55,2.91,0.0,KULOB
20141023,69.31,13.08,3.7,3.71,3.62,BGAFUROV
20141023,61.56,15.38,5.72,1.69,3.84,BOKHTAR
20141023,65.69,11.58,3.7,1.93,7.28,DUSHANBE
20141023,70.25,13.8,3.51,3.41,3.78,ISTARAVSHAN
20141023,69.31,13.08,3.7,3.71,3.62,JRASULOV
20141023,76.88,14.15,3.7,3.09,2.75,KHUJAND
20141023,61.06,11.39,4.96,2.61,2.71,KULOB
20141024,61.5,13.48,13.85,2.21,1.3,BGAFUROV
20141024,56.0,16.04,15.09,1.8,0.38,BOKHTAR
20141024,57.81,12.7,14.83,1.91,0.96,DUSHANBE
20141024,62.06,13.9,14.12,2.28,1.35,ISTARAVSHAN
20141024,61.5,13.48,13.85,2.21,1.3,JRASULOV
20141024,68.31,14.69,13.85,1.92,0.99,KHUJAND
20141024,55.38,11.79,15.4,1.91,0.38,KULOB
20141025,49.38,14.9,12.36,3.27,0.0,BGAFUROV
20141025,40.31,18.26,14.81,1.57,0.0,BOKHTAR
20141025,43.81,14.07,14.46,2.12,0.0,DUSHANBE
20141025,50.5,15.59,14.25,3.34,0.0,ISTARAVSHAN
20141025,49.38,14.9,12.36,3.27,0.0,JRASULOV
20141025,56.69,16.01,12.36,2.33,0.0,KHUJAND
20141025,39.75,13.58,14.3,2.45,0.02,KULOB
20141026,59.75,10.84,6.61,4.85,2.8,BGAFUROV
20141026,42.62,17.81,15.13,2.75,0.6,BOKHTAR
20141026,46.25,13.77,12.32,2.86,0.4,DUSHANBE
20141026,60.75,11.27,8.05,4.75,2.95,ISTARAVSHAN
20141026,59.75,10.84,6.61,4.85,2.8,JRASULOV
20141026,61.25,11.55,6.61,4.7,6.22,KHUJAND
20141026,41.12,13.77,15.18,2.66,0.47,KULOB
20141027,80.81,-0.74,3.0,1.99,6.78,BGAFUROV
20141027,64.06,9.85,3.15,2.66,5.67,BOKHTAR
20141027,81.12,6.16,3.0,2.98,7.85,DUSHANBE
20141027,78.12,-0.7,2.12,2.23,6.95,ISTARAVSHAN
20141027,80.81,-0.74,3.0,1.99,6.78,JRASULOV
20141027,70.56,0.69,3.0,3.26,4.89,KHUJAND
20141027,81.25,5.74,2.63,3.48,10.42,KULOB
20141028,65.19,0.32,4.69,1.99,0.15,BGAFUROV
20141028,56.62,6.87,12.46,1.35,0.88,BOKHTAR
20141028,69.44,3.55,9.16,1.83,0.87,DUSHANBE
20141028,67.44,-0.41,7.9,1.91,0.11,ISTARAVSHAN
20141028,65.19,0.32,4.69,1.99,0.15,JRASULOV
20141028,56.31,1.72,4.69,1.95,0.02,KHUJAND
20141028,74.0,2.94,9.48,1.45,1.24,KULOB
20141029,55.38,1.79,8.22,2.21,0.0,BGAFUROV
20141029,55.38,7.4,13.08,1.66,0.0,BOKHTAR
20141029,63.88,3.53,12.86,2.0,0.02,DUSHANBE
20141029,57.25,1.27,10.54,2.12,0.0,ISTARAVSHAN
20141029,55.38,1.79,8.22,2.21,0.0,JRASULOV
20141029,54.12,2.6,8.22,2.1,0.0,KHUJAND
20141029,70.5,2.87,10.49,1.83,0.01,KULOB
20141030,50.56,3.01,13.8,2.02,0.0,BGAFUROV
20141030,50.94,8.0,16.11,1.24,0.0,BOKHTAR
20141030,56.81,4.34,14.79,1.89,0.01,DUSHANBE
20141030,53.94,2.56,13.57,2.05,0.0,ISTARAVSHAN
20141030,50.56,3.01,13.8,2.02,0.0,JRASULOV
20141030,48.94,3.83,13.8,1.61,0.0,KHUJAND
20141030,60.19,3.55,15.25,1.73,0.0,KULOB
20141031,43.06,6.45,14.35,2.88,0.0,BGAFUROV
20141031,40.0,10.9,14.26,1.27,0.0,BOKHTAR
20141031,33.25,7.87,14.8,1.7,0.0,DUSHANBE
20141031,47.69,5.8,14.13,2.77,0.0,ISTARAVSHAN
20141031,43.06,6.45,14.35,2.88,0.0,JRASULOV
20141031,48.44,6.66,14.35,2.55,0.0,KHUJAND
20141031,34.69,7.49,14.86,1.81,0.0,KULOB
20141101,35.06,11.62,13.47,3.14,0.0,BGAFUROV
20141101,31.88,14.83,13.26,1.56,0.0,BOKHTAR
20141101,30.38,11.57,13.35,1.91,0.0,DUSHANBE
20141101,38.38,10.83,13.34,3.25,0.0,ISTARAVSHAN
20141101,35.06,11.62,13.47,3.14,0.0,JRASULOV
20141101,34.38,11.87,13.47,1.66,0.0,KHUJAND
20141101,31.38,11.61,13.94,1.66,0.0,KULOB
20141102,54.31,12.79,9.02,1.96,0.19,BGAFUROV
20141102,59.44,14.4,6.7,3.45,1.21,BOKHTAR
20141102,72.56,9.77,5.96,2.44,2.28,DUSHANBE
20141102,60.12,12.97,7.12,2.49,0.16,ISTARAVSHAN
20141102,54.31,12.79,9.02,1.96,0.19,JRASULOV
20141102,55.06,12.66,9.02,2.68,0.27,KHUJAND
20141102,59.38,10.15,7.43,2.43,1.55,KULOB
20141103,79.81,10.47,2.97,2.15,4.48,BGAFUROV
20141103,66.81,13.73,7.36,2.25,3.64,BOKHTAR
20141103,80.0,9.18,3.99,2.37,7.44,DUSHANBE
20141103,75.69,11.91,4.37,2.59,4.34,ISTARAVSHAN
20141103,79.81,10.47,2.97,2.15,4.48,JRASULOV
20141103,86.75,11.29,2.97,2.66,7.06,KHUJAND
20141103,70.0,8.37,4.61,2.84,3.77,KULOB
20141104,53.25,11.72,11.26,2.94,0.0,BGAFUROV
20141104,59.5,13.4,12.17,1.77,0.0,BOKHTAR
20141104,63.81,9.24,8.29,2.11,0.02,DUSHANBE
20141104,57.5,12.38,10.35,2.97,0.0,ISTARAVSHAN
20141104,53.25,11.72,11.26,2.94,0.0,JRASULOV
20141104,68.69,12.8,11.26,2.46,0.0,KHUJAND
20141104,54.75,8.62,12.33,2.23,0.0,KULOB
20141105,75.69,6.96,3.23,3.22,0.57,BGAFUROV
20141105,73.19,11.37,4.35,1.13,3.65,BOKHTAR
20141105,77.88,8.05,3.11,1.74,3.28,DUSHANBE
20141105,81.62,6.11,3.91,3.27,0.59,ISTARAVSHAN
20141105,75.69,6.96,3.23,3.22,0.57,JRASULOV
20141105,87.0,6.61,3.23,4.41,1.43,KHUJAND
20141105,65.06,8.46,7.25,1.41,2.57,KULOB
20141106,86.56,0.57,2.27,3.23,6.09,BGAFUROV
20141106,84.69,3.99,2.28,2.84,14.6,BOKHTAR
20141106,86.44,2.48,1.7,2.4,13.69,DUSHANBE
20141106,88.69,0.64,3.38,2.86,6.28,ISTARAVSHAN
20141106,86.56,0.57,2.27,3.23,6.09,JRASULOV
20141106,89.0,1.6,2.27,3.52,9.46,KHUJAND
20141106,85.56,1.58,2.92,2.68,11.94,KULOB
20141107,78.31,0.87,9.24,2.88,1.54,BGAFUROV
20141107,74.0,3.1,12.48,1.79,1.77,BOKHTAR
20141107,76.0,-0.55,7.84,2.2,1.99,DUSHANBE
20141107,81.5,1.08,5.96,3.23,1.55,ISTARAVSHAN
20141107,78.31,0.87,9.24,2.88,1.54,JRASULOV
20141107,75.31,2.8,9.24,3.3,2.83,KHUJAND
20141107,77.81,-0.55,9.31,1.82,2.53,KULOB
20141108,85.69,-1.71,6.59,3.92,5.19,BGAFUROV
20141108,75.75,2.37,7.17,2.0,4.14,BOKHTAR
20141108,82.94,-2.03,6.0,2.34,5.38,DUSHANBE
20141108,90.56,-1.54,4.64,3.89,5.52,ISTARAVSHAN
20141108,85.69,-1.71,6.59,3.92,5.19,JRASULOV
20141108,77.19,1.12,6.59,3.33,5.08,KHUJAND
20141108,87.62,-1.74,6.86,2.73,3.3,KULOB
20141109,49.38,1.34,11.11,2.23,0.05,BGAFUROV
20141109,55.56,4.35,14.51,2.15,0.41,BOKHTAR
20141109,55.75,0.09,11.12,2.41,0.54,DUSHANBE
20141109,56.81,0.55,9.36,2.3,0.02,ISTARAVSHAN
20141109,49.38,1.34,11.11,2.23,0.05,JRASULOV
20141109,62.88,2.04,11.11,3.02,0.01,KHUJAND
20141109,57.5,1.01,14.45,1.39,0.76,KULOB
20141110,40.81,4.91,11.81,1.52,0.0,BGAFUROV
20141110,35.06,8.02,14.2,1.59,0.0,BOKHTAR
20141110,36.5,4.9,11.4,2.22,0.0,DUSHANBE
20141110,46.12,4.33,10.81,1.66,0.0,ISTARAVSHAN
20141110,40.81,4.91,11.81,1.52,0.0,JRASULOV
20141110,51.88,3.62,11.81,2.1,0.0,KHUJAND
20141110,31.62,5.13,14.46,1.91,0.04,KULOB
20141111,42.88,7.08,12.46,1.77,0.0,BGAFUROV
20141111,41.81,8.42,14.11,1.47,0.0,BOKHTAR
20141111,42.06,6.26,12.32,1.89,0.0,DUSHANBE
20141111,49.25,5.84,11.99,1.73,0.0,ISTARAVSHAN
20141111,42.88,7.08,12.46,1.77,0.0,JRASULOV
20141111,53.81,5.58,12.46,2.81,0.0,KHUJAND
20141111,34.12,6.17,14.28,1.64,0.0,KULOB
20141112,57.0,4.12,11.89,2.9,0.0,BGAFUROV
20141112,47.69,8.05,12.63,1.37,0.0,BOKHTAR
20141112,46.69,5.65,10.94,1.74,0.0,DUSHANBE
20141112,58.38,4.14,11.56,2.63,0.0,ISTARAVSHAN
20141112,57.0,4.12,11.89,2.9,0.0,JRASULOV
20141112,62.12,4.13,11.89,2.22,0.0,KHUJAND
20141112,39.5,5.56,6.58,1.3,0.0,KULOB
20141113,51.94,3.79,11.4,2.22,0.0,BGAFUROV
20141113,55.0,6.85,8.71,1.2,0.0,BOKHTAR
20141113,43.06,5.05,11.37,1.41,0.0,DUSHANBE
20141113,56.06,3.47,11.48,2.23,0.0,ISTARAVSHAN
20141113,51.94,3.79,11.4,2.22,0.0,JRASULOV
20141113,58.81,3.1,11.4,2.28,0.0,KHUJAND
20141113,41.88,4.8,6.95,1.19,0.0,KULOB
20141114,57.56,2.94,6.83,3.07,0.0,BGAFUROV
20141114,64.69,5.73,10.63,1.32,0.0,BOKHTAR
20141114,59.25,3.18,6.69,1.4,0.0,DUSHANBE
20141114,63.38,2.8,6.1,2.89,0.0,ISTARAVSHAN
20141114,57.56,2.94,6.83,3.07,0.0,JRASULOV
20141114,71.31,1.97,6.83,2.59,0.0,KHUJAND
20141114,57.69,3.03,7.44,1.56,0.0,KULOB
20141115,47.81,5.57,10.61,2.28,0.0,BGAFUROV
20141115,48.75,8.54,13.23,1.84,0.0,BOKHTAR
20141115,43.62,5.28,11.64,1.95,0.0,DUSHANBE
20141115,53.06,5.19,11.6,2.43,0.0,ISTARAVSHAN
20141115,47.81,5.57,10.61,2.28,0.0,JRASULOV
20141115,61.69,6.43,10.61,2.09,0.0,KHUJAND
20141115,38.19,5.73,13.41,1.63,0.0,KULOB
20141116,45.25,7.17,10.94,3.2,0.0,BGAFUROV
20141116,41.0,9.63,13.0,1.57,0.0,BOKHTAR
20141116,35.12,7.09,11.98,1.77,0.0,DUSHANBE
20141116,49.06,6.65,11.64,3.13,0.0,ISTARAVSHAN
20141116,45.25,7.17,10.94,3.2,0.0,JRASULOV
20141116,65.44,5.38,10.94,2.07,0.0,KHUJAND
20141116,37.5,6.82,13.04,1.67,0.0,KULOB
20141117,39.44,9.12,9.57,3.27,0.0,BGAFUROV
20141117,37.94,11.84,13.08,1.97,0.0,BOKHTAR
20141117,37.88,7.78,11.95,2.23,0.0,DUSHANBE
20141117,41.19,9.4,11.34,3.53,0.0,ISTARAVSHAN
20141117,39.44,9.12,9.57,3.27,0.0,JRASULOV
20141117,39.5,10.82,9.57,1.12,0.01,KHUJAND
20141117,36.81,8.27,13.33,2.02,0.0,KULOB
20141118,60.31,6.73,7.39,1.99,0.06,BGAFUROV
20141118,38.25,12.37,11.9,1.59,0.0,BOKHTAR
20141118,37.44,8.86,10.05,1.91,0.0,DUSHANBE
20141118,63.81,6.53,8.84,1.7,0.06,ISTARAVSHAN
20141118,60.31,6.73,7.39,1.99,0.06,JRASULOV
20141118,83.62,5.26,7.39,2.73,0.36,KHUJAND
20141118,38.12,9.08,12.16,1.39,0.0,KULOB
20141119,65.5,7.52,6.7,2.02,0.01,BGAFUROV
20141119,53.5,10.8,10.74,1.44,0.0,BOKHTAR
20141119,48.25,8.53,8.15,1.64,0.0,DUSHANBE
20141119,67.75,7.2,6.35,1.9,0.01,ISTARAVSHAN
20141119,65.5,7.52,6.7,2.02,0.01,JRASULOV
20141119,83.31,6.58,6.7,1.73,0.11,KHUJAND
20141119,50.19,7.89,10.59,1.3,0.01,KULOB
20141120,87.44,3.27,3.67,1.77,3.77,BGAFUROV
20141120,76.12,6.33,9.67,1.14,0.79,BOKHTAR
20141120,81.81,3.92,5.52,1.3,2.17,DUSHANBE
20141120,86.38,3.83,4.56,1.74,4.02,ISTARAVSHAN
20141120,87.44,3.27,3.67,1.77,3.77,JRASULOV
20141120,90.38,2.65,3.67,2.13,4.32,KHUJAND
20141120,83.5,3.34,8.74,1.02,1.1,KULOB
20141121,83.44,1.76,3.71,1.73,2.07,BGAFUROV
20141121,75.44,6.3,7.35,1.29,3.47,BOKHTAR
20141121,82.81,2.51,5.11,1.7,4.29,DUSHANBE
20141121,83.31,1.86,4.13,1.89,2.08,ISTARAVSHAN
20141121,83.44,1.76,3.71,1.73,2.07,JRASULOV
20141121,76.69,3.05,3.71,1.6,2.01,KHUJAND
20141121,80.75,2.36,8.58,1.27,3.43,KULOB
20141122,63.88,3.3,8.34,1.9,0.56,BGAFUROV
20141122,67.81,6.95,12.14,1.38,0.18,BOKHTAR
20141122,71.75,2.87,9.78,1.77,0.43,DUSHANBE
20141122,64.62,3.13,8.17,1.98,0.57,ISTARAVSHAN
20141122,63.88,3.3,8.34,1.9,0.56,JRASULOV
20141122,65.31,4.13,8.34,1.75,0.26,KHUJAND
20141122,66.94,2.51,12.17,1.53,0.16,KULOB
20141123,36.62,8.48,4.88,3.18,0.0,BGAFUROV
20141123,41.75,9.92,11.95,2.73,0.0,BOKHTAR
20141123,37.75,6.65,8.57,2.71,0.0,DUSHANBE
20141123,36.88,8.56,8.79,3.82,0.0,ISTARAVSHAN
20141123,36.62,8.48,4.88,3.18,0.0,JRASULOV
20141123,49.12,7.05,4.88,5.5,0.04,KHUJAND
20141123,34.56,6.65,11.0,2.68,0.0,KULOB
20141124,71.38,7.05,1.73,3.14,2.39,BGAFUROV
20141124,60.12,8.23,9.01,2.61,0.58,BOKHTAR
20141124,65.62,5.69,3.61,2.36,1.6,DUSHANBE
20141124,67.56,8.23,2.91,3.53,2.39,ISTARAVSHAN
20141124,71.38,7.05,1.73,3.14,2.39,JRASULOV
20141124,68.94,7.9,1.73,3.52,1.89,KHUJAND
20141124,48.56,6.58,8.63,2.62,0.16,KULOB
20141125,87.69,-0.33,2.27,2.62,2.15,BGAFUROV
20141125,84.38,5.76,4.35,1.48,2.94,BOKHTAR
20141125,87.0,3.01,2.96,1.85,4.85,DUSHANBE
20141125,86.81,-0.06,4.04,2.52,2.21,ISTARAVSHAN
20141125,87.69,-0.33,2.27,2.62,2.15,JRASULOV
20141125,86.31,0.51,2.27,4.06,2.13,KHUJAND
20141125,87.31,2.7,5.3,1.92,4.46,KULOB
20141126,56.25,3.53,7.03,1.56,0.13,BGAFUROV
20141126,61.44,9.16,7.77,1.73,0.93,BOKHTAR
20141126,56.5,6.85,6.54,1.87,0.89,DUSHANBE
20141126,60.5,2.59,5.21,1.76,0.13,ISTARAVSHAN
20141126,56.25,3.53,7.03,1.56,0.13,JRASULOV
20141126,59.56,2.26,7.03,3.42,0.62,KHUJAND
20141126,53.38,6.88,9.84,1.68,0.44,KULOB
20141127,86.81,-1.39,2.41,2.64,4.96,BGAFUROV
20141127,79.38,3.44,3.04,1.73,8.65,BOKHTAR
20141127,88.19,0.37,2.26,2.09,10.78,DUSHANBE
20141127,88.12,-1.35,3.4,2.55,5.15,ISTARAVSHAN
20141127,86.81,-1.39,2.41,2.64,4.96,JRASULOV
20141127,87.75,-1.84,2.41,2.97,6.95,KHUJAND
20141127,87.12,0.85,2.44,2.12,10.84,KULOB
20141128,69.75,-1.01,3.86,1.9,0.1,BGAFUROV
20141128,72.56,4.35,7.75,1.43,0.05,BOKHTAR
20141128,74.38,1.64,7.32,1.59,0.16,DUSHANBE
20141128,67.75,-1.47,7.62,1.68,0.07,ISTARAVSHAN
20141128,69.75,-1.01,3.86,1.9,0.1,JRASULOV
20141128,75.25,-2.74,3.86,2.22,0.31,KHUJAND
20141128,75.56,2.0,4.77,1.09,0.19,KULOB
20141129,57.56,1.96,5.25,2.81,0.0,BGAFUROV
20141129,70.5,6.37,6.25,1.36,0.0,BOKHTAR
20141129,70.12,3.31,5.99,1.62,0.01,DUSHANBE
20141129,61.12,1.12,7.77,2.52,0.0,ISTARAVSHAN
20141129,57.56,1.96,5.25,2.81,0.0,JRASULOV
20141129,70.38,-0.1,5.25,1.83,0.0,KHUJAND
20141129,63.0,3.37,6.03,1.27,0.0,KULOB
20141130,67.94,0.55,5.46,1.8,0.07,BGAFUROV
20141130,80.62,6.16,3.99,0.92,1.86,BOKHTAR
20141130,81.38,3.28,3.57,0.91,2.63,DUSHANBE
20141130,70.06,0.33,6.12,2.09,0.08,ISTARAVSHAN
20141130,67.94,0.55,5.46,1.8,0.07,JRASULOV
20141130,79.0,-0.42,5.46,2.34,0.0,KHUJAND
20141130,81.56,2.97,3.53,0.55,0.74,KULOB
20141201,73.06,2.03,7.34,1.87,0.68,BGAFUROV
20141201,77.06,6.37,10.63,2.38,3.95,BOKHTAR
20141201,80.38,2.94,9.52,1.95,2.63,DUSHANBE
20141201,74.12,2.24,9.78,1.98,0.62,ISTARAVSHAN
20141201,73.06,2.03,7.34,1.87,0.68,JRASULOV
20141201,82.25,2.09,7.34,2.33,2.73,KHUJAND
20141201,78.56,3.78,10.96,1.65,5.6,KULOB
20141202,44.44,7.96,8.76,2.65,0.04,BGAFUROV
20141202,50.06,11.51,9.94,2.12,0.06,BOKHTAR
20141202,52.44,6.9,8.09,2.08,0.28,DUSHANBE
20141202,43.62,8.75,9.54,2.94,0.05,ISTARAVSHAN
20141202,44.44,7.96,8.76,2.65,0.04,JRASULOV
20141202,53.5,7.3,8.76,3.92,0.03,KHUJAND
20141202,54.25,6.87,8.65,1.79,0.02,KULOB
20141203,85.44,0.98,1.73,2.98,3.13,BGAFUROV
20141203,71.31,7.55,4.55,2.48,5.39,BOKHTAR
20141203,80.62,4.01,1.66,2.56,7.78,DUSHANBE
20141203,83.56,1.85,2.69,2.88,3.18,ISTARAVSHAN
20141203,85.44,0.98,1.73,2.98,3.13,JRASULOV
20141203,81.19,2.53,1.73,3.39,3.74,KHUJAND
20141203,76.19,3.94,5.1,2.32,3.91,KULOB
20141204,91.25,-3.61,2.86,2.34,6.92,BGAFUROV
20141204,87.75,1.37,2.2,2.41,11.67,BOKHTAR
20141204,93.69,-1.54,1.76,2.05,11.41,DUSHANBE
20141204,89.75,-2.56,2.82,2.41,7.39,ISTARAVSHAN
20141204,91.25,-3.61,2.86,2.34,6.92,JRASULOV
20141204,84.69,-1.77,2.86,2.91,6.34,KHUJAND
20141204,92.06,-2.02,1.74,2.68,11.45,KULOB
20141205,58.75,-1.78,9.2,2.93,0.0,BGAFUROV
20141205,63.94,1.23,8.15,2.02,0.02,BOKHTAR
20141205,62.0,-2.72,9.9,3.16,0.0,DUSHANBE
20141205,62.75,-1.8,9.25,2.69,0.0,ISTARAVSHAN
20141205,58.75,-1.78,9.2,2.93,0.0,JRASULOV
20141205,68.94,-1.18,9.2,4.79,0.0,KHUJAND
20141205,56.88,-1.02,6.28,1.95,0.05,KULOB
20141206,61.81,1.48,2.97,3.12,0.18,BGAFUROV
20141206,48.62,6.05,5.3,2.08,0.2,BOKHTAR
20141206,57.5,2.08,4.65,2.19,0.59,DUSHANBE
20141206,62.31,1.96,4.54,2.98,0.2,ISTARAVSHAN
20141206,61.81,1.48,2.97,3.12,0.18,JRASULOV
20141206,58.88,1.8,2.97,3.19,0.13,KHUJAND
20141206,48.56,3.43,6.75,1.79,0.21,KULOB
20141207,84.56,-6.94,3.3,4.48,8.46,BGAFUROV
20141207,72.31,0.19,5.78,3.12,8.35,BOKHTAR
20141207,81.69,-3.35,3.22,3.11,7.28,DUSHANBE
20141207,81.25,-6.12,4.37,4.59,9.09,ISTARAVSHAN
20141207,84.56,-6.94,3.3,4.48,8.46,JRASULOV
20141207,76.81,-5.7,3.3,6.13,6.25,KHUJAND
20141207,94.19,-4.03,2.94,3.47,10.3,KULOB
20141208,52.62,-6.27,4.58,1.79,0.03,BGAFUROV
20141208,62.94,-2.83,11.05,1.59,0.02,BOKHTAR
20141208,58.75,-5.53,9.92,2.07,0.06,DUSHANBE
20141208,55.31,-6.42,8.99,2.19,0.04,ISTARAVSHAN
20141208,52.62,-6.27,4.58,1.79,0.03,JRASULOV
20141208,56.62,-6.7,4.58,3.44,0.02,KHUJAND
20141208,64.69,-7.08,6.48,1.8,0.0,KULOB
20141209,42.38,-1.97,6.51,1.96,0.0,BGAFUROV
20141209,49.38,-0.19,10.59,1.73,0.0,BOKHTAR
20141209,42.62,-1.85,9.52,1.71,0.0,DUSHANBE
20141209,47.69,-2.49,9.64,2.27,0.0,ISTARAVSHAN
20141209,42.38,-1.97,6.51,1.96,0.0,JRASULOV
20141209,56.31,-3.35,6.51,3.58,0.0,KHUJAND
20141209,46.94,-3.74,10.14,1.63,0.0,KULOB
